item_id,seed_id,template_id,source_modality,source_statement,task2_gold_modality,capability_text
S0121_weak_low_priority_enhancement,S0121,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow Program Administrators and Nursing Staff Members to add new clinical sites to the system.",nice_to_have,allow Program Administrators and Nursing Staff Members to add new clinical sites to the system
S0121_weak_future_enhancement,S0121,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow Program Administrators and Nursing Staff Members to add new clinical sites to the system as a possible future enhancement.,nice_to_have,allow Program Administrators and Nursing Staff Members to add new clinical sites to the system
S0123_weak_useful_if,S0123,useful_if,nice_to_have,It would be useful if the system could allow Program Administrators and Nursing Staff Members to add new clinical lab sections for existing clinical classes.,nice_to_have,allow Program Administrators and Nursing Staff Members to add new clinical lab sections for existing clinical classes
S0123_weak_nice_if,S0123,nice_if,nice_to_have,It would be nice if the system could allow Program Administrators and Nursing Staff Members to add new clinical lab sections for existing clinical classes.,nice_to_have,allow Program Administrators and Nursing Staff Members to add new clinical lab sections for existing clinical classes
S0123_weak_low_priority_enhancement,S0123,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow Program Administrators and Nursing Staff Members to add new clinical lab sections for existing clinical classes.",nice_to_have,allow Program Administrators and Nursing Staff Members to add new clinical lab sections for existing clinical classes
S0123_weak_future_enhancement,S0123,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow Program Administrators and Nursing Staff Members to add new clinical lab sections for existing clinical classes as a possible future enhancement.,nice_to_have,allow Program Administrators and Nursing Staff Members to add new clinical lab sections for existing clinical classes
S0124_weak_useful_if,S0124,useful_if,nice_to_have,It would be useful if the system could include the clinical site name class instructor day and lab time for each clinical lab section.,nice_to_have,include the clinical site name class instructor day and lab time for each clinical lab section
S0124_weak_nice_if,S0124,nice_if,nice_to_have,It would be nice if the system could include the clinical site name class instructor day and lab time for each clinical lab section.,nice_to_have,include the clinical site name class instructor day and lab time for each clinical lab section
S0124_weak_low_priority_enhancement,S0124,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could include the clinical site name class instructor day and lab time for each clinical lab section.",nice_to_have,include the clinical site name class instructor day and lab time for each clinical lab section
S0124_weak_future_enhancement,S0124,future_enhancement,nice_to_have,Stakeholders mentioned that the system could include the clinical site name class instructor day and lab time for each clinical lab section as a possible future enhancement.,nice_to_have,include the clinical site name class instructor day and lab time for each clinical lab section
S0125_weak_useful_if,S0125,useful_if,nice_to_have,It would be useful if the system could allow Program Administrators and Nursing Staff Members to add registered clinical-class students to clinical lab sections.,nice_to_have,allow Program Administrators and Nursing Staff Members to add registered clinical-class students to clinical lab sections
S0125_weak_nice_if,S0125,nice_if,nice_to_have,It would be nice if the system could allow Program Administrators and Nursing Staff Members to add registered clinical-class students to clinical lab sections.,nice_to_have,allow Program Administrators and Nursing Staff Members to add registered clinical-class students to clinical lab sections
S0125_weak_low_priority_enhancement,S0125,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow Program Administrators and Nursing Staff Members to add registered clinical-class students to clinical lab sections.",nice_to_have,allow Program Administrators and Nursing Staff Members to add registered clinical-class students to clinical lab sections
S0125_weak_future_enhancement,S0125,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow Program Administrators and Nursing Staff Members to add registered clinical-class students to clinical lab sections as a possible future enhancement.,nice_to_have,allow Program Administrators and Nursing Staff Members to add registered clinical-class students to clinical lab sections
S0126_weak_useful_if,S0126,useful_if,nice_to_have,It would be useful if the system could allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section.,nice_to_have,allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section
S0126_weak_nice_if,S0126,nice_if,nice_to_have,It would be nice if the system could allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section.,nice_to_have,allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section
S0126_weak_low_priority_enhancement,S0126,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section.",nice_to_have,allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section
S0126_weak_future_enhancement,S0126,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section as a possible future enhancement.,nice_to_have,allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section
S0127_weak_useful_if,S0127,useful_if,nice_to_have,It would be useful if the system could allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class.,nice_to_have,allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class
S0127_weak_nice_if,S0127,nice_if,nice_to_have,It would be nice if the system could allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class.,nice_to_have,allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class
S0127_weak_low_priority_enhancement,S0127,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class.",nice_to_have,allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class
S0127_weak_future_enhancement,S0127,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class as a possible future enhancement.,nice_to_have,allow a Program Administrator/Nursing Staff Member to move a student from one clinical lab section to another clinical lab section corresponding to the same clinical class
S0129_weak_useful_if,S0129,useful_if,nice_to_have,It would be useful if the system could allow Program Administrators and Nursing Staff Members to add new nursing students to the system.,nice_to_have,allow Program Administrators and Nursing Staff Members to add new nursing students to the system
S0129_weak_nice_if,S0129,nice_if,nice_to_have,It would be nice if the system could allow Program Administrators and Nursing Staff Members to add new nursing students to the system.,nice_to_have,allow Program Administrators and Nursing Staff Members to add new nursing students to the system
S0129_weak_low_priority_enhancement,S0129,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow Program Administrators and Nursing Staff Members to add new nursing students to the system.",nice_to_have,allow Program Administrators and Nursing Staff Members to add new nursing students to the system
S0129_weak_future_enhancement,S0129,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow Program Administrators and Nursing Staff Members to add new nursing students to the system as a possible future enhancement.,nice_to_have,allow Program Administrators and Nursing Staff Members to add new nursing students to the system
S0130_weak_useful_if,S0130,useful_if,nice_to_have,It would be useful if the system could allow staff members to manage part-time student progress by modifying class sequences and timelines.,nice_to_have,allow staff members to manage part-time student progress by modifying class sequences and timelines
S0130_weak_nice_if,S0130,nice_if,nice_to_have,It would be nice if the system could allow staff members to manage part-time student progress by modifying class sequences and timelines.,nice_to_have,allow staff members to manage part-time student progress by modifying class sequences and timelines
S0130_weak_low_priority_enhancement,S0130,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow staff members to manage part-time student progress by modifying class sequences and timelines.",nice_to_have,allow staff members to manage part-time student progress by modifying class sequences and timelines
S0130_weak_future_enhancement,S0130,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow staff members to manage part-time student progress by modifying class sequences and timelines as a possible future enhancement.,nice_to_have,allow staff members to manage part-time student progress by modifying class sequences and timelines
S0135_weak_useful_if,S0135,useful_if,nice_to_have,It would be useful if the system could display a printable summary of the system log.,nice_to_have,display a printable summary of the system log
S0135_weak_nice_if,S0135,nice_if,nice_to_have,It would be nice if the system could display a printable summary of the system log.,nice_to_have,display a printable summary of the system log
S0135_weak_low_priority_enhancement,S0135,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could display a printable summary of the system log.",nice_to_have,display a printable summary of the system log
S0135_weak_future_enhancement,S0135,future_enhancement,nice_to_have,Stakeholders mentioned that the system could display a printable summary of the system log as a possible future enhancement.,nice_to_have,display a printable summary of the system log
S0137_weak_useful_if,S0137,useful_if,nice_to_have,It would be useful if the system could use the stored e-mail addresses as a primary means of communicating information to affected parties.,nice_to_have,use the stored e-mail addresses as a primary means of communicating information to affected parties
S0137_weak_nice_if,S0137,nice_if,nice_to_have,It would be nice if the system could use the stored e-mail addresses as a primary means of communicating information to affected parties.,nice_to_have,use the stored e-mail addresses as a primary means of communicating information to affected parties
S0137_weak_low_priority_enhancement,S0137,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could use the stored e-mail addresses as a primary means of communicating information to affected parties.",nice_to_have,use the stored e-mail addresses as a primary means of communicating information to affected parties
S0137_weak_future_enhancement,S0137,future_enhancement,nice_to_have,Stakeholders mentioned that the system could use the stored e-mail addresses as a primary means of communicating information to affected parties as a possible future enhancement.,nice_to_have,use the stored e-mail addresses as a primary means of communicating information to affected parties
S0143_weak_useful_if,S0143,useful_if,nice_to_have,It would be useful if the system could allow Program Administrators and Nursing Staff Members to modify cohort information including identifier Program of Study preferred class sequence and class quarters.,nice_to_have,allow Program Administrators and Nursing Staff Members to modify cohort information including identifier Program of Study preferred class sequence and class quarters
S0143_weak_nice_if,S0143,nice_if,nice_to_have,It would be nice if the system could allow Program Administrators and Nursing Staff Members to modify cohort information including identifier Program of Study preferred class sequence and class quarters.,nice_to_have,allow Program Administrators and Nursing Staff Members to modify cohort information including identifier Program of Study preferred class sequence and class quarters
S0143_weak_low_priority_enhancement,S0143,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow Program Administrators and Nursing Staff Members to modify cohort information including identifier Program of Study preferred class sequence and class quarters.",nice_to_have,allow Program Administrators and Nursing Staff Members to modify cohort information including identifier Program of Study preferred class sequence and class quarters
S0143_weak_future_enhancement,S0143,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow Program Administrators and Nursing Staff Members to modify cohort information including identifier Program of Study preferred class sequence and class quarters as a possible future enhancement.,nice_to_have,allow Program Administrators and Nursing Staff Members to modify cohort information including identifier Program of Study preferred class sequence and class quarters
S0145_weak_useful_if,S0145,useful_if,nice_to_have,It would be useful if the system could allow Program Administrators and Nursing Staff Members to modify clinical site information including name contact person contact information and address.,nice_to_have,allow Program Administrators and Nursing Staff Members to modify clinical site information including name contact person contact information and address
S0145_weak_nice_if,S0145,nice_if,nice_to_have,It would be nice if the system could allow Program Administrators and Nursing Staff Members to modify clinical site information including name contact person contact information and address.,nice_to_have,allow Program Administrators and Nursing Staff Members to modify clinical site information including name contact person contact information and address
S0145_weak_low_priority_enhancement,S0145,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow Program Administrators and Nursing Staff Members to modify clinical site information including name contact person contact information and address.",nice_to_have,allow Program Administrators and Nursing Staff Members to modify clinical site information including name contact person contact information and address
S0145_weak_future_enhancement,S0145,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow Program Administrators and Nursing Staff Members to modify clinical site information including name contact person contact information and address as a possible future enhancement.,nice_to_have,allow Program Administrators and Nursing Staff Members to modify clinical site information including name contact person contact information and address
S0148_weak_useful_if,S0148,useful_if,nice_to_have,It would be useful if the system could comply with corporate user interface creation standards for internal and external applications.,nice_to_have,comply with corporate user interface creation standards for internal and external applications
S0148_weak_nice_if,S0148,nice_if,nice_to_have,It would be nice if the system could comply with corporate user interface creation standards for internal and external applications.,nice_to_have,comply with corporate user interface creation standards for internal and external applications
S0148_weak_low_priority_enhancement,S0148,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could comply with corporate user interface creation standards for internal and external applications.",nice_to_have,comply with corporate user interface creation standards for internal and external applications
S0148_weak_future_enhancement,S0148,future_enhancement,nice_to_have,Stakeholders mentioned that the system could comply with corporate user interface creation standards for internal and external applications as a possible future enhancement.,nice_to_have,comply with corporate user interface creation standards for internal and external applications
S0149_weak_useful_if,S0149,useful_if,nice_to_have,It would be useful if the system could ensure all Disputes application screens comply with corporate interface creation standards.,nice_to_have,ensure all Disputes application screens comply with corporate interface creation standards
S0149_weak_nice_if,S0149,nice_if,nice_to_have,It would be nice if the system could ensure all Disputes application screens comply with corporate interface creation standards.,nice_to_have,ensure all Disputes application screens comply with corporate interface creation standards
S0149_weak_low_priority_enhancement,S0149,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could ensure all Disputes application screens comply with corporate interface creation standards.",nice_to_have,ensure all Disputes application screens comply with corporate interface creation standards
S0149_weak_future_enhancement,S0149,future_enhancement,nice_to_have,Stakeholders mentioned that the system could ensure all Disputes application screens comply with corporate interface creation standards as a possible future enhancement.,nice_to_have,ensure all Disputes application screens comply with corporate interface creation standards
S0150_weak_useful_if,S0150,useful_if,nice_to_have,It would be useful if the system could color-code dispute search results by dispute case status for easy identification.,nice_to_have,color-code dispute search results by dispute case status for easy identification
S0150_weak_nice_if,S0150,nice_if,nice_to_have,It would be nice if the system could color-code dispute search results by dispute case status for easy identification.,nice_to_have,color-code dispute search results by dispute case status for easy identification
S0150_weak_low_priority_enhancement,S0150,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could color-code dispute search results by dispute case status for easy identification.",nice_to_have,color-code dispute search results by dispute case status for easy identification
S0150_weak_future_enhancement,S0150,future_enhancement,nice_to_have,Stakeholders mentioned that the system could color-code dispute search results by dispute case status for easy identification as a possible future enhancement.,nice_to_have,color-code dispute search results by dispute case status for easy identification
S0162_weak_useful_if,S0162,useful_if,nice_to_have,It would be useful if the system could allow only users with the appropriate access level to initiate dispute requests.,nice_to_have,allow only users with the appropriate access level to initiate dispute requests
S0162_weak_nice_if,S0162,nice_if,nice_to_have,It would be nice if the system could allow only users with the appropriate access level to initiate dispute requests.,nice_to_have,allow only users with the appropriate access level to initiate dispute requests
S0162_weak_low_priority_enhancement,S0162,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow only users with the appropriate access level to initiate dispute requests.",nice_to_have,allow only users with the appropriate access level to initiate dispute requests
S0162_weak_future_enhancement,S0162,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow only users with the appropriate access level to initiate dispute requests as a possible future enhancement.,nice_to_have,allow only users with the appropriate access level to initiate dispute requests
S0163_weak_useful_if,S0163,useful_if,nice_to_have,It would be useful if the system could allow only users with Update access to initiate dispute requests.,nice_to_have,allow only users with Update access to initiate dispute requests
S0163_weak_nice_if,S0163,nice_if,nice_to_have,It would be nice if the system could allow only users with Update access to initiate dispute requests.,nice_to_have,allow only users with Update access to initiate dispute requests
S0163_weak_low_priority_enhancement,S0163,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow only users with Update access to initiate dispute requests.",nice_to_have,allow only users with Update access to initiate dispute requests
S0163_weak_future_enhancement,S0163,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow only users with Update access to initiate dispute requests as a possible future enhancement.,nice_to_have,allow only users with Update access to initiate dispute requests
S0164_weak_useful_if,S0164,useful_if,nice_to_have,It would be useful if the system could allow only authorized users to log on to the application.,nice_to_have,allow only authorized users to log on to the application
S0164_weak_nice_if,S0164,nice_if,nice_to_have,It would be nice if the system could allow only authorized users to log on to the application.,nice_to_have,allow only authorized users to log on to the application
S0164_weak_low_priority_enhancement,S0164,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow only authorized users to log on to the application.",nice_to_have,allow only authorized users to log on to the application
S0164_weak_future_enhancement,S0164,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow only authorized users to log on to the application as a possible future enhancement.,nice_to_have,allow only authorized users to log on to the application
S0165_weak_useful_if,S0165,useful_if,nice_to_have,It would be useful if the system could allow authenticated authorized users to log on to the Disputes System.,nice_to_have,allow authenticated authorized users to log on to the Disputes System
S0165_weak_nice_if,S0165,nice_if,nice_to_have,It would be nice if the system could allow authenticated authorized users to log on to the Disputes System.,nice_to_have,allow authenticated authorized users to log on to the Disputes System
S0165_weak_low_priority_enhancement,S0165,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow authenticated authorized users to log on to the Disputes System.",nice_to_have,allow authenticated authorized users to log on to the Disputes System
S0165_weak_future_enhancement,S0165,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow authenticated authorized users to log on to the Disputes System as a possible future enhancement.,nice_to_have,allow authenticated authorized users to log on to the Disputes System
S0167_weak_useful_if,S0167,useful_if,nice_to_have,It would be useful if the system could record new-user additions and user-access modifications on the User Report.,nice_to_have,record new-user additions and user-access modifications on the User Report
S0167_weak_nice_if,S0167,nice_if,nice_to_have,It would be nice if the system could record new-user additions and user-access modifications on the User Report.,nice_to_have,record new-user additions and user-access modifications on the User Report
S0167_weak_low_priority_enhancement,S0167,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could record new-user additions and user-access modifications on the User Report.",nice_to_have,record new-user additions and user-access modifications on the User Report
S0167_weak_future_enhancement,S0167,future_enhancement,nice_to_have,Stakeholders mentioned that the system could record new-user additions and user-access modifications on the User Report as a possible future enhancement.,nice_to_have,record new-user additions and user-access modifications on the User Report
S0168_weak_useful_if,S0168,useful_if,nice_to_have,It would be useful if the system could allow only the System Administrator to reinstate revoked user accounts.,nice_to_have,allow only the System Administrator to reinstate revoked user accounts
S0168_weak_nice_if,S0168,nice_if,nice_to_have,It would be nice if the system could allow only the System Administrator to reinstate revoked user accounts.,nice_to_have,allow only the System Administrator to reinstate revoked user accounts
S0168_weak_low_priority_enhancement,S0168,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow only the System Administrator to reinstate revoked user accounts.",nice_to_have,allow only the System Administrator to reinstate revoked user accounts
S0168_weak_future_enhancement,S0168,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow only the System Administrator to reinstate revoked user accounts as a possible future enhancement.,nice_to_have,allow only the System Administrator to reinstate revoked user accounts
S0169_weak_useful_if,S0169,useful_if,nice_to_have,It would be useful if the system could allow only the System Administrator to reset revoked user logon accounts.,nice_to_have,allow only the System Administrator to reset revoked user logon accounts
S0169_weak_nice_if,S0169,nice_if,nice_to_have,It would be nice if the system could allow only the System Administrator to reset revoked user logon accounts.,nice_to_have,allow only the System Administrator to reset revoked user logon accounts
S0169_weak_low_priority_enhancement,S0169,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow only the System Administrator to reset revoked user logon accounts.",nice_to_have,allow only the System Administrator to reset revoked user logon accounts
S0169_weak_future_enhancement,S0169,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow only the System Administrator to reset revoked user logon accounts as a possible future enhancement.,nice_to_have,allow only the System Administrator to reset revoked user logon accounts
S0171_weak_useful_if,S0171,useful_if,nice_to_have,It would be useful if the system could ensure all data file or database updates are initiated from the Disputes System.,nice_to_have,ensure all data file or database updates are initiated from the Disputes System
S0171_weak_nice_if,S0171,nice_if,nice_to_have,It would be nice if the system could ensure all data file or database updates are initiated from the Disputes System.,nice_to_have,ensure all data file or database updates are initiated from the Disputes System
S0171_weak_low_priority_enhancement,S0171,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could ensure all data file or database updates are initiated from the Disputes System.",nice_to_have,ensure all data file or database updates are initiated from the Disputes System
S0171_weak_future_enhancement,S0171,future_enhancement,nice_to_have,Stakeholders mentioned that the system could ensure all data file or database updates are initiated from the Disputes System as a possible future enhancement.,nice_to_have,ensure all data file or database updates are initiated from the Disputes System
S0172_weak_useful_if,S0172,useful_if,nice_to_have,It would be useful if the system could conform to the legal requirements specified by the Merchant Operating Regulations.,nice_to_have,conform to the legal requirements specified by the Merchant Operating Regulations
S0172_weak_nice_if,S0172,nice_if,nice_to_have,It would be nice if the system could conform to the legal requirements specified by the Merchant Operating Regulations.,nice_to_have,conform to the legal requirements specified by the Merchant Operating Regulations
S0172_weak_low_priority_enhancement,S0172,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could conform to the legal requirements specified by the Merchant Operating Regulations.",nice_to_have,conform to the legal requirements specified by the Merchant Operating Regulations
S0172_weak_future_enhancement,S0172,future_enhancement,nice_to_have,Stakeholders mentioned that the system could conform to the legal requirements specified by the Merchant Operating Regulations as a possible future enhancement.,nice_to_have,conform to the legal requirements specified by the Merchant Operating Regulations
S0173_weak_useful_if,S0173,useful_if,nice_to_have,It would be useful if the system could ensure Disputes System business rules comply with Merchant Operating Regulations.,nice_to_have,ensure Disputes System business rules comply with Merchant Operating Regulations
S0173_weak_nice_if,S0173,nice_if,nice_to_have,It would be nice if the system could ensure Disputes System business rules comply with Merchant Operating Regulations.,nice_to_have,ensure Disputes System business rules comply with Merchant Operating Regulations
S0173_weak_low_priority_enhancement,S0173,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could ensure Disputes System business rules comply with Merchant Operating Regulations.",nice_to_have,ensure Disputes System business rules comply with Merchant Operating Regulations
S0173_weak_future_enhancement,S0173,future_enhancement,nice_to_have,Stakeholders mentioned that the system could ensure Disputes System business rules comply with Merchant Operating Regulations as a possible future enhancement.,nice_to_have,ensure Disputes System business rules comply with Merchant Operating Regulations
S0174_weak_useful_if,S0174,useful_if,nice_to_have,It would be useful if the system could conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing.,nice_to_have,conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing
S0174_weak_nice_if,S0174,nice_if,nice_to_have,It would be nice if the system could conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing.,nice_to_have,conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing
S0174_weak_low_priority_enhancement,S0174,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing.",nice_to_have,conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing
S0174_weak_future_enhancement,S0174,future_enhancement,nice_to_have,Stakeholders mentioned that the system could conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing as a possible future enhancement.,nice_to_have,conform to the legal requirements as specified by Regulation E and Regulation Z that govern credit card disputes processing
S0175_weak_useful_if,S0175,useful_if,nice_to_have,It would be useful if the system could keep all business rules specified in the Disputes System in compliance with the guidelines of Regulation E and Regulation Z.,nice_to_have,keep all business rules specified in the Disputes System in compliance with the guidelines of Regulation E and Regulation Z
S0175_weak_nice_if,S0175,nice_if,nice_to_have,It would be nice if the system could keep all business rules specified in the Disputes System in compliance with the guidelines of Regulation E and Regulation Z.,nice_to_have,keep all business rules specified in the Disputes System in compliance with the guidelines of Regulation E and Regulation Z
S0175_weak_low_priority_enhancement,S0175,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could keep all business rules specified in the Disputes System in compliance with the guidelines of Regulation E and Regulation Z.",nice_to_have,keep all business rules specified in the Disputes System in compliance with the guidelines of Regulation E and Regulation Z
S0175_weak_future_enhancement,S0175,future_enhancement,nice_to_have,Stakeholders mentioned that the system could keep all business rules specified in the Disputes System in compliance with the guidelines of Regulation E and Regulation Z as a possible future enhancement.,nice_to_have,keep all business rules specified in the Disputes System in compliance with the guidelines of Regulation E and Regulation Z
S0177_weak_useful_if,S0177,useful_if,nice_to_have,It would be useful if the system could record all actions that modify an existing dispute case in the case history.,nice_to_have,record all actions that modify an existing dispute case in the case history
S0177_weak_nice_if,S0177,nice_if,nice_to_have,It would be nice if the system could record all actions that modify an existing dispute case in the case history.,nice_to_have,record all actions that modify an existing dispute case in the case history
S0177_weak_low_priority_enhancement,S0177,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could record all actions that modify an existing dispute case in the case history.",nice_to_have,record all actions that modify an existing dispute case in the case history
S0177_weak_future_enhancement,S0177,future_enhancement,nice_to_have,Stakeholders mentioned that the system could record all actions that modify an existing dispute case in the case history as a possible future enhancement.,nice_to_have,record all actions that modify an existing dispute case in the case history
S0178_weak_useful_if,S0178,useful_if,nice_to_have,It would be useful if the system could be accessible by both internal and external users.,nice_to_have,be accessible by both internal and external users
S0178_weak_nice_if,S0178,nice_if,nice_to_have,It would be nice if the system could be accessible by both internal and external users.,nice_to_have,be accessible by both internal and external users
S0178_weak_low_priority_enhancement,S0178,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could be accessible by both internal and external users.",nice_to_have,be accessible by both internal and external users
S0178_weak_future_enhancement,S0178,future_enhancement,nice_to_have,Stakeholders mentioned that the system could be accessible by both internal and external users as a possible future enhancement.,nice_to_have,be accessible by both internal and external users
S0180_weak_useful_if,S0180,useful_if,nice_to_have,It would be useful if the system could facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users.,nice_to_have,facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users
S0180_weak_nice_if,S0180,nice_if,nice_to_have,It would be nice if the system could facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users.,nice_to_have,facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users
S0180_weak_low_priority_enhancement,S0180,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users.",nice_to_have,facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users
S0180_weak_future_enhancement,S0180,future_enhancement,nice_to_have,Stakeholders mentioned that the system could facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users as a possible future enhancement.,nice_to_have,facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users
S0181_weak_useful_if,S0181,useful_if,nice_to_have,It would be useful if the system could provide different levels of access with regard to disputes case initiation and follow-up actions.,nice_to_have,provide different levels of access with regard to disputes case initiation and follow-up actions
S0181_weak_nice_if,S0181,nice_if,nice_to_have,It would be nice if the system could provide different levels of access with regard to disputes case initiation and follow-up actions.,nice_to_have,provide different levels of access with regard to disputes case initiation and follow-up actions
S0181_weak_low_priority_enhancement,S0181,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could provide different levels of access with regard to disputes case initiation and follow-up actions.",nice_to_have,provide different levels of access with regard to disputes case initiation and follow-up actions
S0181_weak_future_enhancement,S0181,future_enhancement,nice_to_have,Stakeholders mentioned that the system could provide different levels of access with regard to disputes case initiation and follow-up actions as a possible future enhancement.,nice_to_have,provide different levels of access with regard to disputes case initiation and follow-up actions
S0182_weak_useful_if,S0182,useful_if,nice_to_have,It would be useful if the system could provide view access capability for authorized users of the application.,nice_to_have,provide view access capability for authorized users of the application
S0182_weak_nice_if,S0182,nice_if,nice_to_have,It would be nice if the system could provide view access capability for authorized users of the application.,nice_to_have,provide view access capability for authorized users of the application
S0182_weak_low_priority_enhancement,S0182,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could provide view access capability for authorized users of the application.",nice_to_have,provide view access capability for authorized users of the application
S0182_weak_future_enhancement,S0182,future_enhancement,nice_to_have,Stakeholders mentioned that the system could provide view access capability for authorized users of the application as a possible future enhancement.,nice_to_have,provide view access capability for authorized users of the application
S0183_weak_useful_if,S0183,useful_if,nice_to_have,It would be useful if the system could provide update access capability for authorized users of the application.,nice_to_have,provide update access capability for authorized users of the application
S0183_weak_nice_if,S0183,nice_if,nice_to_have,It would be nice if the system could provide update access capability for authorized users of the application.,nice_to_have,provide update access capability for authorized users of the application
S0183_weak_low_priority_enhancement,S0183,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could provide update access capability for authorized users of the application.",nice_to_have,provide update access capability for authorized users of the application
S0183_weak_future_enhancement,S0183,future_enhancement,nice_to_have,Stakeholders mentioned that the system could provide update access capability for authorized users of the application as a possible future enhancement.,nice_to_have,provide update access capability for authorized users of the application
S0185_weak_useful_if,S0185,useful_if,nice_to_have,It would be useful if the system could provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant.,nice_to_have,provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant
S0185_weak_nice_if,S0185,nice_if,nice_to_have,It would be nice if the system could provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant.,nice_to_have,provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant
