seed_id,source_dataset,source_corpus,original_requirement,capability_text_auto,auto_include,auto_exclusion_reason,include,exclusion_reason,capability_text_final,context_document,context_requirement_id,context_marker,context_section,context_before,context_after,context_legend
S0485,PURE,2007-eirene_fun_7-2,During this period the user shall be provided with an audible and visual indication that the system is trying to connect the call.,be provided with an audible and visual indication that the system is trying to connect the call,yes,,yes,,be provided with an audible and visual indication that the system is trying to connect the call,"EIRENE Functional Requirements Specification, version 7",13.2.2.3i,M,13 Railway emergency calls > 13.2 Management of Railway emergency calls > 13.2.2 Stage 1: Warning,"13.2.2.3 (M): If the system is not able to connect the call, the system shall automatically keep trying to connect the call for 30 seconds.","13.2.2.3ii (M): 13.2.2.3ii After the 30 second period, if the connection was unsuccessful, the system shall provide another audible and visual indication that it was unable to connect the call.","(M) mandatory, (O) optional"
S0488,PURE,2007-eirene_fun_7-2,Different indications at the originating and receiving terminal may be provided.,be provided,yes,,yes,,be provided,"EIRENE Functional Requirements Specification, version 7",13.2.2.5,O,13 Railway emergency calls > 13.2 Management of Railway emergency calls > 13.2.2 Stage 1: Warning,13.2.2.4 (M): An audible indication of 5 seconds (to be confirmed by trials) shall be provided to originating and receiving users that the emergency function has been activated.,13.2.2.6 (M): A continuous visual indication that the emergency function has been activated shall be provided at the originating and all receiving terminals.,"(M) mandatory, (O) optional"
S0489,PURE,2007-eirene_fun_7-2,A continuous visual indication that the emergency function has been activated shall be provided at the originating and all receiving terminals.,be provided at the originating and all receiving terminals,yes,,yes,,be provided at the originating and all receiving terminals,"EIRENE Functional Requirements Specification, version 7",13.2.2.6,M,13 Railway emergency calls > 13.2 Management of Railway emergency calls > 13.2.2 Stage 1: Warning,13.2.2.5 (O): Different indications at the originating and receiving terminal may be provided.,"13.2.2.7 (M): In the event that a train enters the affected area after the warning stage is complete, the same audible and visual indications shall be provided.","(M) mandatory, (O) optional"
S0491,PURE,2007-eirene_fun_7-2,"A speech connection shall be established immediately following the warning tone, to allow the originator of the emergency call, to give information concerning the nature of the emergency.","be established immediately following the warning tone, to allow the originator of the emergency call, to give information concerning the nature of the emergency",yes,,yes,,"be established immediately following the warning tone, to allow the originator of the emergency call, to give information concerning the nature of the emergency","EIRENE Functional Requirements Specification, version 7",13.2.3.1,M,13 Railway emergency calls > 13.2 Management of Railway emergency calls > 13.2.3 Stage 2: Information,"13.2.2.7 (M): In the event that a train enters the affected area after the warning stage is complete, the same audible and visual indications shall be provided.",13.2.3.1i (O): Speech should be possible to allow a controller receiving the warning tone to give information.,"(M) mandatory, (O) optional"
S0494,PURE,2007-eirene_fun_7-2,The information shall be received by the same set of users who received the warning tone.,be received by the same set of users who received the warning tone,yes,,yes,,be received by the same set of users who received the warning tone,"EIRENE Functional Requirements Specification, version 7",13.2.3.3,M,13 Railway emergency calls > 13.2 Management of Railway emergency calls > 13.2.3 Stage 2: Information,"13.2.3.2 (O): Additionally, speech should be possible to allow other mobile users receiving the warning tone to give information.",13.2.4.1 (M): A Railway emergency call may only be terminated by:,"(M) mandatory, (O) optional"
S0501,PURE,2007-eirene_fun_7-2,The confirmation message shall commence at the end of the call or if the radio moves out of the call area.,commence at the end of the call or if the radio moves out of the call area,yes,,yes,,commence at the end of the call or if the radio moves out of the call area,"EIRENE Functional Requirements Specification, version 7",13.4.3,M,13 Railway emergency calls > 13.4 Confirmation of Railway emergency calls,13.4.2 (M): The confirmation shall be generated automatically without input from the user.,"13.4.4 (M): If the radio loses contact with the network, the mechanism shall commence as soon as possible on regaining communications, for up to a maximum of 5 minutes without achieving contact.","(M) mandatory, (O) optional"
S0512,PURE,2007-eirene_fun_7-2,"During the transmission of the link assurance signal, only the originator of the link assurance signal shall be able to speak to all other members using the PTT function.",speak to all other members using the PTT function,yes,,yes,,speak to all other members using the PTT function,"EIRENE Functional Requirements Specification, version 7",14.2.2i,M,14 Shunting mode > 14.2 Functional requirements,"14.2.2 (M): Throughout the duration of the shunting group call, it shall be possible for any member of the shunting group to speak to all other members of the group, using the PTT function (as described in sections 5.2.2.53, 6.2.2.12 and 7.2.2.20), except during transmission of the link assurance signal.",14.2.3 (M): The shunting communication shall be protected from unintentional and unauthorised access.,"(M) mandatory, (O) optional"
S0516,PURE,2007-eirene_fun_7-2,Operational radios used for shunting shall enable the link assurance signal to be activated and de-activated by the shunting group member.,enable the link assurance signal to be activated and de-activated by the shunting group member,yes,,yes,,enable the link assurance signal to be activated and de-activated by the shunting group member,"EIRENE Functional Requirements Specification, version 7",14.2.6,M,14 Shunting mode > 14.2 Functional requirements,"14.2.5 (M): Within the shunting group, it shall be possible for only one member of the group to transmit the link assurance signal at any time.",14.2.7 (O): The link assurance signal should be used to reassure the driver of the integrity of the member at the head of the shunting movement.,"(M) mandatory, (O) optional"
S0517,PURE,2007-eirene_fun_7-2,The link assurance signal should be used to reassure the driver of the integrity of the member at the head of the shunting movement.,be used to reassure the driver of the integrity of the member at the head of the shunting movement,yes,,yes,,be used to reassure the driver of the integrity of the member at the head of the shunting movement,"EIRENE Functional Requirements Specification, version 7",14.2.7,O,14 Shunting mode > 14.2 Functional requirements,14.2.6 (M): Operational radios used for shunting shall enable the link assurance signal to be activated and de-activated by the shunting group member.,14.2.8 (M): Operational radios used for shunting shall be able to be switched between the following two operating modes by a maintenance function:,"(M) mandatory, (O) optional"
S0541,PURE,2007-ertms,ETCS shall provide the driver with information to allow him to drive the train safely.,provide the driver with information to allow him to drive the train safely,yes,,yes,,provide the driver with information to allow him to drive the train safely,"ERTMS/ETCS Functional Requirements Specification, version 5.0",3.1.1.1a,M,General requirements > Basic functioning,,3.1.1.1b (M): ETCS shall be able to supervise train and shunting movements.,"(M) mandatory, (O) optional"
S0544,PURE,2007-ertms,ETCS is required to be functional to a maximum train speed of 500 km/h.,ETCS is required to be functional to a maximum train speed of 500 km/h,yes,,yes,,ETCS is required to be functional to a maximum train speed of 500 km/h,"ERTMS/ETCS Functional Requirements Specification, version 5.0",3.1.1.10,M,General requirements > Basic functioning,3.1.1.1c (M): If the supervision is performed by a RBC it shall be possible to prevent movements of a traction unit in its area if not authorised by the RBC.,"3.2.1.3a (M): The following definitions shall apply for the ETCS application levels: Level 0: ETCS active for limited train control function; trackside not fitted with any train control system or fitted with a train control system for which no STM is available onboard. Level 1: Basic track to train information via intermittent transmission media, e.g. balises. This information can be supported by infill, transmitted via balise, loop or radio. Level 2: Basic track to train and train to track information via continuous transmission media, i.e. radio. The train detection is provided by trackside. Level 3: Same as level 2 except that train integrity is provided by onboard and therefore trackside. train detection is optional. Level STM (Specific Transmission Module): Track to train information provided by national system. Onboard functions provided by national system (STM) in co-operation with onboard ETCS.","(M) mandatory, (O) optional"
S0560,PURE,2007-ertms,The current operational status shall be indicated to the driver on the DMI,be indicated to the driver on the DMI,yes,,yes,,be indicated to the driver on the DMI,"ERTMS/ETCS Functional Requirements Specification, version 5.0",3.9.1.6,M,General requirements > Operational states,"3.9.1.5 (M): If an ETCS equipped train passes a level transition to one or more levels for which it is not equipped, ETCS shall initiate a brake application.",3.10.1.1 (M): The ETCS on-board shall be capable of receiving National values from the trackside to adapt to National requirements,"(M) mandatory, (O) optional"
S0562,PURE,2007-ertms,National values shall be applicable to a defined area,be applicable to a defined area,yes,,yes,,be applicable to a defined area,"ERTMS/ETCS Functional Requirements Specification, version 5.0",3.10.1.3,M,General requirements > National values,3.10.1.1 (M): The ETCS on-board shall be capable of receiving National values from the trackside to adapt to National requirements,3.10.1.6 (M): Once received onboard the national values shall remain valid even if the onboard equipment is switched off,"(M) mandatory, (O) optional"
S0563,PURE,2007-ertms,Once received onboard the national values shall remain valid even if the onboard equipment is switched off,remain valid even if the onboard equipment is switched off,yes,,yes,,remain valid even if the onboard equipment is switched off,"ERTMS/ETCS Functional Requirements Specification, version 5.0",3.10.1.6,M,General requirements > National values,3.10.1.3 (M): National values shall be applicable to a defined area,"3.10.1.1 (M): If the on-board has no valid national values for the current location, default values shall be used by the onboard equipment.","(M) mandatory, (O) optional"
S0565,PURE,2007-ertms,"Default values shall be harmonised values, permanently stored in all ERTMS/ETCS on board equipment","be harmonised values, permanently stored in all ERTMS/ETCS on board equipment",yes,,yes,,"be harmonised values, permanently stored in all ERTMS/ETCS on board equipment","ERTMS/ETCS Functional Requirements Specification, version 5.0",3.10.1.2,M,General requirements > Default values for the national values,"3.10.1.1 (M): If the on-board has no valid national values for the current location, default values shall be used by the onboard equipment.","4.1.1.3a (M): At Start Up, the on board equipment shall perform an automatic self-test.","(M) mandatory, (O) optional"
S0568,PURE,2007-ertms,The DMI shall indicate the result of the self-test.,indicate the result of the self-test,yes,,yes,,indicate the result of the self-test,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.1.4c,M,Functions > Operational Functions > On Board Equipment self Test,4.1.1.4b (M): The test shall require no action on the part of the driver.,4.1.2.1a (M): Train data shall be entered before the on-board ETCS equipment allows train movement.,"(M) mandatory, (O) optional"
S0569,PURE,2007-ertms,Train data shall be entered before the on-board ETCS equipment allows train movement.,be entered before the on-board ETCS equipment allows train movement,yes,,yes,,be entered before the on-board ETCS equipment allows train movement,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.2.1a,M,Functions > Operational Functions > Train and driver Data Entry,4.1.1.4c (M): The DMI shall indicate the result of the self-test.,4.1.2.2 (M): The driver shall be able to select Train Data Entry on the DMI.,"(M) mandatory, (O) optional"
S0571,PURE,2007-ertms,Entering or overwriting data manually by the driver shall be possible but only when stationary.,be possible but only when stationary,yes,,yes,,be possible but only when stationary,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.2.3a,M,Functions > Operational Functions > Train and driver Data Entry,4.1.2.2 (M): The driver shall be able to select Train Data Entry on the DMI.,4.1.2.5a (O): Train data may be entered automatically from a railway management system or from train memory.,"(M) mandatory, (O) optional"
S0572,PURE,2007-ertms,Train data may be entered automatically from a railway management system or from train memory.,be entered automatically from a railway management system or from train memory,yes,,yes,,be entered automatically from a railway management system or from train memory,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.2.5a,O,Functions > Operational Functions > Train and driver Data Entry,4.1.2.3a (M): Entering or overwriting data manually by the driver shall be possible but only when stationary.,4.1.2.9 (M): The driver shall be able to consult train data when the train is stationary or moving.,"(M) mandatory, (O) optional"
S0577,PURE,2007-ertms,The entry of driver identification and the selection of the language shall be possible.,be possible,yes,,yes,,be possible,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.2.14a,M,Functions > Operational Functions > Train and driver Data Entry,"4.1.2.13 (M): The system for Train Data Entry shall provide for the input of other data required by STMs connected to ETCS. This may require additional items, not required for ETCS, to be entered.",4.1.2.14b (M): The change of driver identification during a journey or a Train Running Number shall be possible,"(M) mandatory, (O) optional"
S0578,PURE,2007-ertms,The change of driver identification during a journey or a Train Running Number shall be possible,be possible,yes,,yes,,be possible,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.2.14b,M,Functions > Operational Functions > Train and driver Data Entry,4.1.2.14a (M): The entry of driver identification and the selection of the language shall be possible.,"4.1.2.15 (M): Following successful completion of Train Data Entry, the driver shall be able to perform shunting movements or train movements.","(M) mandatory, (O) optional"
S0579,PURE,2007-ertms,"Following successful completion of Train Data Entry, the driver shall be able to perform shunting movements or train movements.",perform shunting movements or train movements,yes,,yes,,perform shunting movements or train movements,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.2.15,M,Functions > Operational Functions > Train and driver Data Entry,4.1.2.14b (M): The change of driver identification during a journey or a Train Running Number shall be possible,"4.1.2.16 (M): The following data may be entered manually by the driver or from train memory: Driver identification Train identification (train number) STM ready for use Data required for brake calculation Maximum train speed Train length Status of air tight system Type of electric power accepted Data additional required for STM (if any) International train category Train gauge Maximum axle load of the train with a resolution of 0,5 t","(M) mandatory, (O) optional"
S0582,PURE,2007-ertms,If the onboard fails to contact the RBC when awakening the driver shall be asked to enter the RBC contact details,be asked to enter the RBC contact details,yes,,yes,,be asked to enter the RBC contact details,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.2.17,M,Functions > Operational Functions > Train and driver Data Entry,"4.1.2.16 (O): The following data may be entered manually by the driver provided by external sources : Driver identification Train identification (train number) STM ready for use Data required for brake calculation Maximum train speed Train length Status of air tight system Type of electric power accepted Data additional required for STM (if any) International train category Train gauge Maximum axle load of the train with a resolution of 0,5 t","4.1.3.1 (M): An ETCS equipped traction unit shall be capable of being moved in Shunting without train data, track data or movement authority.","(M) mandatory, (O) optional"
S0584,PURE,2007-ertms,Transfer to Shunting on driver’s selection shall only be possible when stationary.,only be possible when stationary,yes,,yes,,only be possible when stationary,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.3.2a,M,Functions > Operational Functions > Shunting operation,"4.1.3.1 (M): An ETCS equipped traction unit shall be capable of being moved in Shunting without train data, track data or movement authority.",4.1.3.2c (M): To prevent unauthorised use of the function permission shall be obtained from the RBC if the train is operating under the control of the RBC.,"(M) mandatory, (O) optional"
S0585,PURE,2007-ertms,To prevent unauthorised use of the function permission shall be obtained from the RBC if the train is operating under the control of the RBC.,be obtained from the RBC if the train is operating under the control of the RBC,yes,,yes,,be obtained from the RBC if the train is operating under the control of the RBC,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.3.2c,M,Functions > Operational Functions > Shunting operation,4.1.3.2a (M): Transfer to Shunting on driver’s selection shall only be possible when stationary.,4.1.3.2d (M): Permission received shall be indicated to the driver.,"(M) mandatory, (O) optional"
S0586,PURE,2007-ertms,Permission received shall be indicated to the driver.,be indicated to the driver,yes,,yes,,be indicated to the driver,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.3.2d,M,Functions > Operational Functions > Shunting operation,4.1.3.2c (M): To prevent unauthorised use of the function permission shall be obtained from the RBC if the train is operating under the control of the RBC.,"4.1.3.3 (M): It shall be possible to manually select Shunting from Stand By operation, Full Supervision operation or Partial Supervision operation","(M) mandatory, (O) optional"
S0590,PURE,2007-ertms,ETCS shall supervise Shunting operation to a permitted national speed value.,supervise Shunting operation to a permitted national speed value,yes,,yes,,supervise Shunting operation to a permitted national speed value,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.3.5a,M,Functions > Operational Functions > Shunting operation,"4.1.3.4b (M): Before authomatic transition to Shunting, ETCS shall request confirmation from the driver.",4.1.3.5b (M): The supervised Shunting speed shall be indicated to the driver on request.,"(M) mandatory, (O) optional"
S0593,PURE,2007-ertms,Exit from Shunting shall only be possible when the train is stationary.,only be possible when the train is stationary,yes,,yes,,only be possible when the train is stationary,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.3.8a,M,Functions > Operational Functions > Shunting operation,"4.1.3.6 (M): It shall be possible to apply the train trip function, if the shunting movement passes a signal showing ""danger for shunting"".",4.1.3.8b (M): Exit from Shunting shall take place when the driver selects exit from shunting.,"(M) mandatory, (O) optional"
S0597,PURE,2007-ertms,Partial Supervision shall be indicated on the DMI.,be indicated on the DMI,yes,,yes,,be indicated on the DMI,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.4.3,M,Functions > Operational Functions > Partial Supervision,4.1.4.2a (M): If acknowledgement is specified the driver shall acknowledge transfer from Full Supervision to Partial Supervision within 5 seconds,4.1.4.4a (M): In Partial Supervision the train shall be supervised according to train speed and distance data available.,"(M) mandatory, (O) optional"
S0599,PURE,2007-ertms,The train shall have the capability of being supervised to a ceiling speed.,have the capability of being supervised to a ceiling speed,yes,,yes,,have the capability of being supervised to a ceiling speed,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.4.4b,M,Functions > Operational Functions > Partial Supervision,4.1.4.4a (M): In Partial Supervision the train shall be supervised according to train speed and distance data available.,4.1.4.4c (M): This ceiling speed shall not be shown continually on the DMI but may be shown momentarily when selected by the driver.,"(M) mandatory, (O) optional"
S0603,PURE,2007-ertms,Transferring to Full Supervision shall occur automatically when a movement authority and all other necessary information is received through track-to-train transmission.,occur automatically when a movement authority and all other necessary information is received through track-to-train transmission,yes,,yes,,occur automatically when a movement authority and all other necessary information is received through track-to-train transmission,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.5.1a,M,Functions > Operational Functions > Full Supervision operation,4.1.4.7 (M): It shall be possible to order a train trip when passing a stop signal,4.1.5.1b (M): It shall be possible for the trackside to ask a driver for confirmation about the occupancy of the track ahead before sending a Full Supervision movement authority.,"(M) mandatory, (O) optional"
S0605,PURE,2007-ertms,Full Supervision shall provide supervision of speed and distance.,provide supervision of speed and distance,yes,,yes,,provide supervision of speed and distance,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.5.4,M,Functions > Operational Functions > Full Supervision operation,4.1.5.1b (M): It shall be possible for the trackside to ask a driver for confirmation about the occupancy of the track ahead before sending a Full Supervision movement authority.,"4.1.5.5 (M): The trainborne equipment shall remain in Full Supervision until the trainborne equipment is not active any longer, when Shunting is selected or when Partial Supervision information is received.","(M) mandatory, (O) optional"
S0612,PURE,2007-ertms,Unfitted operation shall be possible if ordered by trackside,be possible if ordered by trackside,yes,,yes,,be possible if ordered by trackside,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.8.1,M,Functions > Operational Functions > Unfitted Line Operation,4.1.7.2 (M): The DMI shall display or be compatible with information from national train control systems. This may mean displaying the information shown by the national system.,4.1.8.2 (M): Unfitted operation shall be possible if selected by the driver at start up,"(M) mandatory, (O) optional"
S0613,PURE,2007-ertms,Unfitted operation shall be possible if selected by the driver at start up,be possible if selected by the driver at start up,yes,,yes,,be possible if selected by the driver at start up,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.8.2,M,Functions > Operational Functions > Unfitted Line Operation,4.1.8.1 (M): Unfitted operation shall be possible if ordered by trackside,4.1.8.3 (M): The on board shall supervise the train against a ceiling speed,"(M) mandatory, (O) optional"
S0619,PURE,2007-ertms,"It shall also be possible, to allow the driver to change the adhesion conditions; in this case information from trackside has priority.","also be possible, to allow the driver to change the adhesion conditions; in this case information from trackside has priority",yes,,yes,,"also be possible, to allow the driver to change the adhesion conditions; in this case information from trackside has priority","ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.1.3b,M,Functions > Infrastructure Functions,4.1.1.3a (M): It shall be possible to send information on adhesion conditions from trackside.,4.1.1.4a (M): The trackside shall be able to send information for the calculation of speed profiles.,"(M) mandatory, (O) optional"
S0620,PURE,2007-ertms,The trackside shall be able to send information for the calculation of speed profiles.,send information for the calculation of speed profiles,yes,,yes,,send information for the calculation of speed profiles,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.1.4a,M,Functions > Infrastructure Functions,"4.1.1.3b (M): It shall also be possible, to allow the driver to change the adhesion conditions; in this case information from trackside has priority.","4.1.1.4b (M): If track data at least to the location where the relevant movement authority ends are not available on-board, the movement authority shall be rejected.","(M) mandatory, (O) optional"
S0622,PURE,2007-ertms,Track to train transmission shall provide the capability to send different speed profiles for specific train categories.,provide the capability to send different speed profiles for specific train categories,yes,,yes,,provide the capability to send different speed profiles for specific train categories,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.1.1.5,M,Functions > Infrastructure Functions,"4.1.1.4b (M): If track data at least to the location where the relevant movement authority ends are not available on-board, the movement authority shall be rejected.","4.2.2.1 (M): The ETCS trainborne equipment shall supervise the end of movement authority, if this information is available on-board.","(M) mandatory, (O) optional"
S0623,PURE,2007-ertms,"The ETCS trainborne equipment shall supervise the end of movement authority, if this information is available on-board.","supervise the end of movement authority, if this information is available on-board",yes,,yes,,"supervise the end of movement authority, if this information is available on-board","ERTMS/ETCS Functional Requirements Specification, version 5.0",4.2.2.1,M,Functions > Infrastructure Functions > End of movement authority,4.1.1.5 (M): Track to train transmission shall provide the capability to send different speed profiles for specific train categories.,4.2.2.2 (M): The target distance to be displayed on the DMI shall be based on the most restrictive braking curve.,"(M) mandatory, (O) optional"
S0627,PURE,2007-ertms,The ceiling speed level for the movement authority shall be defined as data National Value.,be defined as data National Value,yes,,yes,,be defined as data National Value,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.2.3.2,M,Functions > Infrastructure Functions > Supervision of driving into a section of track which could be occupied (On Sight operation),"4.2.3.1 (M): Using train data and infrastructure data, braking curves shall be calculated taking into account the target information but not the location of vehicles occupying the track.","4.2.3.4 (M): Before entering an occupied track, a driver acknowledgement shall be requested.","(M) mandatory, (O) optional"
S0628,PURE,2007-ertms,"Before entering an occupied track, a driver acknowledgement shall be requested.",be requested,yes,,yes,,be requested,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.2.3.4,M,Functions > Infrastructure Functions > Supervision of driving into a section of track which could be occupied (On Sight operation),4.2.3.2 (M): The ceiling speed level for the movement authority shall be defined as data National Value.,4.2.3.6a (M): The train shall be supervised according to train speed data available.,"(M) mandatory, (O) optional"
S0629,PURE,2007-ertms,The train shall be supervised according to train speed data available.,be supervised according to train speed data available,yes,,yes,,be supervised according to train speed data available,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.2.3.6a,M,Functions > Infrastructure Functions > Supervision of driving into a section of track which could be occupied (On Sight operation),"4.2.3.4 (M): Before entering an occupied track, a driver acknowledgement shall be requested.","4.2.3.6b (M): The train shall, as a minimum, be supervised to a ceiling speed; the supervised speed shall not be shown on the DMI unless selected by the driver.","(M) mandatory, (O) optional"
S0637,PURE,2007-ertms,"Based on all relevant data, the ETCS shall calculate an emergency braking curve and a service braking curve",calculate an emergency braking curve and a service braking curve,yes,,yes,,calculate an emergency braking curve and a service braking curve,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.3.2.1a,M,Functions > Trainborne Functions > Dynamic train speed profile calculation,4.3.1.4a (M): The ETCS trainborne equipment calculates the static train speed profile on the basis of infrastructure data and train data.,"4.3.2.1b (M): Based on all relevant data, the ETCS shall calculate an emergency braking curve and a service braking curve","(M) mandatory, (O) optional"
S0638,PURE,2007-ertms,"When changing to a lower speed level, the front end of the train shall respect the dynamic train speed profile.",respect the dynamic train speed profile,yes,,yes,,respect the dynamic train speed profile,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.3.2.2a,M,Functions > Trainborne Functions > Dynamic train speed profile calculation,"4.3.2.1b (M): Based on all relevant data, the ETCS shall calculate an emergency braking curve and a service braking curve",4.3.2.2b (M): When changing to a higher speed level the rear end of the train shall respect the static train speed profile.,"(M) mandatory, (O) optional"
S0639,PURE,2007-ertms,When changing to a higher speed level the rear end of the train shall respect the static train speed profile.,respect the static train speed profile,yes,,yes,,respect the static train speed profile,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.3.2.2b,M,Functions > Trainborne Functions > Dynamic train speed profile calculation,"4.3.2.2a (M): When changing to a lower speed level, the front end of the train shall respect the dynamic train speed profile.",4.3.2.3 (M): It shall be possible to define certain locations (e.g. tunnels) where speed increase is related to the front of the train.,"(M) mandatory, (O) optional"
S0641,PURE,2007-ertms,The braking curves shall ensure that the train complies with its speed requirements.,ensure that the train complies with its speed requirements,yes,,yes,,ensure that the train complies with its speed requirements,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.3.2.5,M,Functions > Trainborne Functions > Dynamic train speed profile calculation,4.3.2.3 (M): It shall be possible to define certain locations (e.g. tunnels) where speed increase is related to the front of the train.,4.3.2.7 (M): Where failure to apply the full service brake is detected the emergency brake shall stop the train in rear of the danger point.,"(M) mandatory, (O) optional"
S0644,PURE,2007-ertms,The release speed shall be indicated on the DMI.,be indicated on the DMI,yes,,yes,,be indicated on the DMI,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.3.3.2c,M,Functions > Trainborne Functions > Release speed calculation,"4.3.3.1 (M): The release speed shall be calculated on board, based on either: safety distance and overlap accuracy of odometry deceleration performance of the train, etc or given from the trackside. The release speed given from the trackside shall take priority over the release speed calculated on board.",4.3.3.2d (M): If the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,"(M) mandatory, (O) optional"
S0647,PURE,2007-ertms,Each railway shall have the possibility of allowing a different release speed for every signal.,have the possibility of allowing a different release speed for every signal,yes,,yes,,have the possibility of allowing a different release speed for every signal,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.3.3.4,M,Functions > Trainborne Functions > Release speed calculation,"4.3.3.3 (M): When the train is stationary or after a certain time (e.g. the time for ""route releasing"" of the overlap, the release speed calculation shall be based on the distance to the danger point (if calculated on-board). The condition for this change shall be defined for each target as infrastructure data.",4.3.4.1 (M): The ETCS trainborne equipment shall be able to determine the location of the entire train.,"(M) mandatory, (O) optional"
S0648,PURE,2007-ertms,The ETCS trainborne equipment shall be able to determine the location of the entire train.,determine the location of the entire train,yes,,yes,,determine the location of the entire train,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.3.4.1,M,Functions > Trainborne Functions > Train location,4.3.3.4 (M): Each railway shall have the possibility of allowing a different release speed for every signal.,"4.3.4.2 (M): On lines fitted with RBC, the ETCS trainborne equipment shall be able to transmit the location of the entire train to the RBC.","(M) mandatory, (O) optional"
S0649,PURE,2007-ertms,"On lines fitted with RBC, the ETCS trainborne equipment shall be able to transmit the location of the entire train to the RBC.",transmit the location of the entire train to the RBC,yes,,yes,,transmit the location of the entire train to the RBC,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.3.4.2,M,Functions > Trainborne Functions > Train location,4.3.4.1 (M): The ETCS trainborne equipment shall be able to determine the location of the entire train.,4.3.4.3 (M): The train location calculation shall take into account error of odometry.,"(M) mandatory, (O) optional"
S0650,PURE,2007-ertms,The train location calculation shall take into account error of odometry.,take into account error of odometry,yes,,yes,,take into account error of odometry,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.3.4.3,M,Functions > Trainborne Functions > Train location,"4.3.4.2 (M): On lines fitted with RBC, the ETCS trainborne equipment shall be able to transmit the location of the entire train to the RBC.",4.3.51a (M): Actual speed shall be indicated on the DMI,"(M) mandatory, (O) optional"
S0651,PURE,2007-ertms,Actual speed shall be indicated on the DMI,be indicated on the DMI,yes,,yes,,be indicated on the DMI,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.3.51a,M,Functions > Trainborne Functions > Speed calculation and indication,4.3.4.3 (M): The train location calculation shall take into account error of odometry.,"4.3.5.2 (M): There shall be no discrepancy between the speed shown to the driver and the speed used for supervision of movement authorities and speed limits, function 4.3.7","(M) mandatory, (O) optional"
S0657,PURE,2007-ertms,A train shall be supervised to its static and dynamic train speed profiles.,be supervised to its static and dynamic train speed profiles,yes,,yes,,be supervised to its static and dynamic train speed profiles,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.3.7.1,M,Functions > Trainborne Functions > Indication displayed on the DMI > Supervision of movement authorities and speed limits,"4.3.6.6 (M): The driver shall have the possibility to select the language, this does not concern non pre-defined texts sent from the trackside.","4.3.7.2 (M): Within the braking curve area, a warning shall be given to the driver to enable him to react and avoid intervention from ETCS equipment at least 5 sec. before the intervention.","(M) mandatory, (O) optional"
S0660,PURE,2007-ertms,The driver shall be able to release an ETCS emergency brake application when stationary.,release an ETCS emergency brake application when stationary,yes,,yes,,release an ETCS emergency brake application when stationary,"ERTMS/ETCS Functional Requirements Specification, version 5.0",4.3.7.4b,M,Functions > Trainborne Functions > Indication displayed on the DMI > Supervision of movement authorities and speed limits,"4.3.7.3 (M): If the train or the shunting movement exceeds the permitted ceiling speed by a certain harmonised margin, the trainborne equipment shall execute a brake intervention until the actual speed does not exceed permitted speed; then the driver shall be able to release the brake","4.3.7.4c (M): If decided by a national value, the driver may release the ETCS emergency brake when the actual speed is below the permitted speed.","(M) mandatory, (O) optional"
